company_id,fiscal_year,metric_name,flag_code,flag_value,severity,reason,source_fields,generated_at
love,2022,capital_expenditure,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,capital_expenditure,2026-08-05T00:00:00+00:00
love,2022,current_assets,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,current_assets,2026-08-05T00:00:00+00:00
love,2022,current_liabilities,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,current_liabilities,2026-08-05T00:00:00+00:00
love,2022,net_income,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,net_income,2026-08-05T00:00:00+00:00
love,2022,operating_cash_flow,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,operating_cash_flow,2026-08-05T00:00:00+00:00
love,2022,operating_income,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,operating_income,2026-08-05T00:00:00+00:00
love,2022,total_assets,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,total_assets,2026-08-05T00:00:00+00:00
love,2022,total_equity,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,total_equity,2026-08-05T00:00:00+00:00
love,2022,total_liabilities,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,total_liabilities,2026-08-05T00:00:00+00:00
love,2023,current_assets,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,current_assets,2026-08-05T00:00:00+00:00
love,2023,current_liabilities,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,current_liabilities,2026-08-05T00:00:00+00:00
love,2023,net_income,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,net_income,2026-08-05T00:00:00+00:00
love,2023,operating_income,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,operating_income,2026-08-05T00:00:00+00:00
love,2023,total_assets,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,total_assets,2026-08-05T00:00:00+00:00
love,2023,total_liabilities,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,total_liabilities,2026-08-05T00:00:00+00:00
pton,2019,net_income,source_conflict,True,high,resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,net_income,2026-08-05T00:00:00+00:00
pton,2019,net_income,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,net_income,2026-08-05T00:00:00+00:00
pton,2020,capital_expenditure,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,capital_expenditure,2026-08-05T00:00:00+00:00
pton,2021,capital_expenditure,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,capital_expenditure,2026-08-05T00:00:00+00:00
qvcga,2018,net_income,source_conflict,True,high,resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,net_income,2026-08-05T00:00:00+00:00
qvcga,2018,net_income,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,net_income,2026-08-05T00:00:00+00:00
qvcga,2018,total_equity,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,total_equity,2026-08-05T00:00:00+00:00
qvcga,2019,net_income,source_conflict,True,high,resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,net_income,2026-08-05T00:00:00+00:00
qvcga,2019,net_income,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,net_income,2026-08-05T00:00:00+00:00
qvcga,2019,total_equity,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,total_equity,2026-08-05T00:00:00+00:00
qvcga,2020,net_income,source_conflict,True,medium,resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,net_income,2026-08-05T00:00:00+00:00
qvcga,2020,net_income,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,net_income,2026-08-05T00:00:00+00:00
qvcga,2020,total_equity,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,total_equity,2026-08-05T00:00:00+00:00
qvcga,2021,net_income,source_conflict,True,high,resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,net_income,2026-08-05T00:00:00+00:00
qvcga,2021,net_income,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,net_income,2026-08-05T00:00:00+00:00
qvcga,2021,total_equity,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,total_equity,2026-08-05T00:00:00+00:00
qvcga,2022,net_income,source_conflict,True,medium,resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,net_income,2026-08-05T00:00:00+00:00
qvcga,2022,net_income,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,net_income,2026-08-05T00:00:00+00:00
qvcga,2022,total_equity,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,total_equity,2026-08-05T00:00:00+00:00
qvcga,2023,net_income,source_conflict,True,high,resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,net_income,2026-08-05T00:00:00+00:00
qvcga,2023,net_income,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,net_income,2026-08-05T00:00:00+00:00
qvcga,2023,total_equity,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,total_equity,2026-08-05T00:00:00+00:00
qvcga,2024,net_income,source_conflict,True,medium,resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,net_income,2026-08-05T00:00:00+00:00
qvcga,2024,net_income,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,net_income,2026-08-05T00:00:00+00:00
qvcga,2024,total_equity,source_conflict,True,high,resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,total_equity,2026-08-05T00:00:00+00:00
qvcga,2024,total_equity,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,total_equity,2026-08-05T00:00:00+00:00
rvlv,2019,net_income,source_conflict,True,high,resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,net_income,2026-08-05T00:00:00+00:00
rvlv,2019,net_income,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,net_income,2026-08-05T00:00:00+00:00
rvlv,2024,net_income,source_conflict,True,medium,resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,net_income,2026-08-05T00:00:00+00:00
rvlv,2024,net_income,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,net_income,2026-08-05T00:00:00+00:00
sfix,2018,net_income,source_conflict,True,high,resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,net_income,2026-08-05T00:00:00+00:00
sfix,2018,net_income,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,net_income,2026-08-05T00:00:00+00:00
sfix,2022,capital_expenditure,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,capital_expenditure,2026-08-05T00:00:00+00:00
sfix,2022,operating_cash_flow,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,operating_cash_flow,2026-08-05T00:00:00+00:00
sfix,2022,operating_income,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,operating_income,2026-08-05T00:00:00+00:00
sfix,2022,revenue,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,revenue,2026-08-05T00:00:00+00:00
sfix,2023,capital_expenditure,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,capital_expenditure,2026-08-05T00:00:00+00:00
sfix,2023,inventory,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,inventory,2026-08-05T00:00:00+00:00
sfix,2023,operating_cash_flow,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,operating_cash_flow,2026-08-05T00:00:00+00:00
sfix,2023,operating_income,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,operating_income,2026-08-05T00:00:00+00:00
sfix,2023,revenue,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,revenue,2026-08-05T00:00:00+00:00
vrm,2018,net_income,source_conflict,True,high,resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,net_income,2026-08-05T00:00:00+00:00
vrm,2019,net_income,source_conflict,True,high,resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,net_income,2026-08-05T00:00:00+00:00
vrm,2019,net_income,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,net_income,2026-08-05T00:00:00+00:00
vrm,2022,total_equity,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,total_equity,2026-08-05T00:00:00+00:00
vrm,2023,capital_expenditure,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,capital_expenditure,2026-08-05T00:00:00+00:00
vrm,2023,net_income,source_conflict,True,high,resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,net_income,2026-08-05T00:00:00+00:00
vrm,2023,total_equity,source_conflict,True,medium,resolved_latest_restated: Later valid filing supplies the current comparative value,total_equity,2026-08-05T00:00:00+00:00
vrm,2024,net_income,source_conflict,True,high,resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,net_income,2026-08-05T00:00:00+00:00
vrm,2024,net_income,source_conflict,True,high,resolved_latest_restated: Later valid filing supplies the current comparative value,net_income,2026-08-05T00:00:00+00:00
